age,cus_month_income,cus_gender,cus_marital_status,cus_customer_since,years_with_us,total_debit_trans_s1,total_debit_trans_s2,total_debit_trans_s3,total_debit_amt_s1,total_debit_amt_s2,total_debit_amt_s3,total_credit_trans_s1,total_credit_trans_s2,total_credit_trans_s3,total_credit_amt_s1,total_credit_amt_s2,total_credit_amt_s3,total_debit_amt,total_debit_trans,total_credit_amt,total_credit_trans,total_transactions,cus_target,tar_desc,status
39,1850214.9369177406,1,4,99,13,34,10,4,118725.1190047257,23532.28226830115,8299.936026614916,2,1,0,93774.79607743068,8619.089234762132,8285.464591427206,150557.33729964177,48,110679.34990362004,4,53,2223,1,1
39,2000000.0,0,4,55,13,0,59,61,2320.2444010560794,38895.56761913381,26544.78069154581,0,9,8,0.0,22425.363938581482,27168.28159864816,67760.59271173569,121,49593.64553722964,18,139,2222,1,1
36,2034.8752269581564,0,4,71,14,25,8,0,58195.17834226115,12808.025279211875,89.73799750885462,3,0,0,27587.091938624322,4401.5072861887775,0.0,71092.94161898189,34,31988.5992248131,4,39,2223,1,1
41,2000000.0,1,4,128,14,19,4,0,22926.031561631346,3337.2153937261983,0.0,4,1,2,29236.906352503418,15515.03748952935,1721.5820054282126,26263.246955357543,23,46473.52584746097,7,31,2223,1,1
82,3500000.0,1,1,51,14,0,1,0,62.82199860893934,3237.7091318676994,0.0,0,0,0,0.0,0.0,0.0,3300.5311304766387,1,0.0,0,1,2223,1,1
44,2000000.0,1,4,76,14,12,4,3,7406.131422168556,3923.451295582564,1997.2608699186185,0,0,0,0.0,11086.60439220666,0.0,13326.843587669737,20,11086.60439220666,0,20,2223,1,1
44,185068.35178854564,0,1,163,10,2,0,0,5743.90643398226,2027.3407154182594,0.0,0,0,0,0.0,0.0,0.0,7771.247149400519,2,0.0,0,2,2223,1,1
54,2021.6829202109707,1,3,50,14,0,2,0,0.0,4019.8469171481256,0.0,0,0,0,0.0,0.0,0.0,4019.8469171481256,2,0.0,0,2,2221,1,1
76,3500000.0,0,1,57,14,0,1,0,0.0,2904.9793710879444,41.847964930355985,0,0,0,0.0,0.0,0.0,2946.8273360183002,1,0.0,0,1,2223,1,1
42,1775579.5376679588,1,4,136,14,5,0,0,13179.420378360852,0.0,259.9057141621936,1,0,0,8680.306566007483,0.0,0.0,13439.326092523046,5,8680.306566007483,1,6,2223,1,1
53,15297.061288242365,0,1,40,21,11,14,0,26262.80818944514,32753.415279305405,0.0,6,3,2,74226.8542507557,74689.17314179617,31.091955903229028,59016.22346875055,25,148947.1193484551,12,37,2222,1,1
40,1000000.0,0,4,126,14,1,1,0,330.4865422823718,5874.249575041825,0.0,0,2,0,0.0,4790.738721825913,0.0,6204.736117324196,2,4790.738721825913,2,4,2222,1,1
40,500000.0,1,4,157,13,2,0,1,11792.721764993823,0.0,706.4093982355649,1,0,0,22581.834005491055,19.65444594694594,2530.8675519483877,12499.13116322939,3,25132.35600338639,3,7,2222,1,1
56,5000000.0,1,1,146,14,13,5,0,15850.37907225205,2042.0320459795064,110.78324110387348,0,0,0,0.0,0.0,0.0,18003.194359335426,19,0.0,0,19,2223,1,1
43,1806494.52862255,1,4,121,14,13,0,0,27249.84526195235,114.78061115514282,704.4099872720998,2,0,0,23725.068499257584,115.64025752184686,0.0,28069.03586037959,14,23840.70875677943,3,17,2223,1,1
51,12049716.930958122,1,3,47,13,37,14,10,136293.78626256515,46634.35926324491,35029.912525013526,0,0,0,1491.507928743682,0.0,0.0,217958.05805082357,63,1491.507928743682,0,63,2222,1,1
27,223840.25926126813,0,4,101,14,1,0,0,1287.3740001084789,4185.5585181971,0.0,0,0,0,1430.4155556760875,0.0,0.0,5472.932518305579,1,1430.4155556760875,0,2,2223,1,1
42,4513.577728594366,0,4,124,14,6,0,0,1688.7782088006709,317.4499074417333,0.0,0,0,0,0.0,0.0,0.0,2006.2281162424042,7,0.0,0,7,2223,1,1
24,1624.0919285120312,1,3,123,15,0,0,2,0.0,279.417795430541,919.7034750623671,0,0,0,0.0,0.0,0.0,1199.121270492908,2,0.0,0,2,2221,0,1
75,2494.1289145551314,1,1,83,14,18,0,0,46426.54479727228,0.0,0.0,4,0,0,44628.51723540012,0.0,0.0,46426.54479727228,18,44628.51723540012,4,22,2223,1,1
27,990152.3847666897,1,3,61,14,1,2,0,9075.385740990982,8182.017688260312,0.0,0,0,0,0.0,0.0,0.0,17257.40342925129,4,0.0,0,4,2223,1,1
54,12221916.50952844,1,2,137,13,3,2,3,1542.8266150581524,533.2599622868257,1024.0473040474933,0,0,0,39994.497171511925,555.6166980943119,0.0,3100.1338813924713,9,40550.11386960624,1,10,2222,2,1
68,2533.999534752763,1,3,82,14,8,5,0,30101.457122917975,18724.745638525284,0.0,6,5,6,30160.825702986855,27698.602637619617,31657.930340330076,48826.20276144326,13,89517.35868093655,19,32,2223,1,1
37,4619.005201441285,0,4,55,14,24,4,0,91707.95561685806,18568.503283680435,0.0,2,1,0,12918.197464526502,17933.2145640356,0.0,110276.45890053849,28,30851.412028562103,3,31,2222,1,1
25,500000.0,1,4,104,14,6,5,44,14372.750597734988,13141.137895466389,237879.7484713512,0,0,0,0.0,0.0,0.0,265393.63696455257,56,0.0,0,56,2222,1,1
58,2500000.0,0,4,168,13,6,2,0,6396.942592191267,9142.10553681635,0.0,0,0,0,0.0,1185.416489239834,0.0,15539.04812900762,8,1185.416489239834,0,9,2223,1,1
44,3413.72703135454,1,3,139,13,0,0,0,178.03650774596088,0.0,192.4394611815892,0,0,0,0.0,0.0,40.1940676500352,370.47596892754996,0,40.1940676500352,0,1,2223,1,1
53,500000.0,0,4,133,14,9,23,13,15518.42914895728,45859.32098317019,32266.651625857005,0,0,1,0.0,6244.572341513944,13172.266913628693,93644.40175798447,47,19416.839255142637,2,49,2223,1,1
67,8986.502020524413,0,1,34,20,5,17,14,6277.148012279011,73952.8618009205,182659.33824615472,0,0,0,0.0,7137.232056652707,951.6309408870276,262889.34805935423,36,8088.862997539734,0,37,2223,1,1
50,481505.48296969204,0,4,134,14,13,17,12,25434.08108540641,30409.881481433946,30265.69180868125,1,0,0,8470.488799881045,1109.6710218184771,10595.712786059967,86109.6543755216,42,20175.872607759487,2,45,2223,1,1
21,2000000.0,1,4,81,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1,1
29,500000.0,0,4,147,14,1,1,1,983.7587511133154,310.5948984813706,1038.3850312894408,0,0,0,0.0,0.0,0.0,2332.738680884127,4,0.0,0,4,2222,1,1
42,3036.262055766847,0,4,99,14,2,7,17,2904.861637423106,9315.734967544025,35549.00175319864,1,0,0,2922.772754207484,0.0,822.0298371208548,47769.598358165764,28,3744.802591328339,2,30,2223,1,1
56,1117.1755659662517,0,4,86,14,8,9,8,21920.59347269038,22613.393148315507,18246.368407075308,8,10,11,21939.108739669366,25502.95180259905,28039.401700044808,62780.3550280812,27,75481.46224231322,30,57,2222,1,1
40,1520678.1077871209,0,4,124,13,1,0,0,1404.823220495546,128.03860175005784,0.0,0,0,0,0.0,0.0,0.0,1532.861822245604,2,0.0,0,2,2223,1,1
55,513.6769275416964,0,1,135,11,7,5,1,8182.759294105022,13017.021370495102,1694.8563406267901,0,0,0,0.0,0.0,0.0,22894.637005226916,13,0.0,0,13,2222,1,1
41,1781078.3418112614,1,4,143,14,0,0,0,2531.054628098492,342.4921019901772,0.0,0,0,0,0.0,0.0,0.0,2873.5467300886694,1,0.0,0,1,2223,1,1
59,46584.01467029425,0,1,62,14,1,0,0,800.7067234437437,0.0,766.565475225472,0,0,0,0.0,0.0,0.0,1567.2721986692156,1,0.0,0,1,2222,1,1
43,3000000.0,0,4,75,14,9,1,0,5983.449784213444,702.9166283502132,534.492299105819,1,0,0,5586.092410730171,698.2615513412713,534.492299105819,7220.858711669476,11,6818.846261177261,2,14,2223,1,1
48,3000000.0,0,2,142,14,5,0,0,9574.576191266908,0.0,0.0,4,3,4,21940.717046073005,11371.587605021828,12958.521332230033,9574.576191266908,5,46270.82598332487,12,18,2223,1,1
39,72671.58485461281,1,2,61,14,11,0,0,8399.537636765104,869.545761251609,0.0,1,0,0,4608.763674778621,0.0,0.0,9269.083398016714,12,4608.763674778621,1,13,2218,1,1
57,15000000.0,1,1,82,13,10,3,2,16747.700039217194,3500.3262946432164,2633.8262412553263,1,0,0,18443.22416366612,0.0,0.0,22881.852575115736,17,18443.22416366612,1,19,2222,2,1
61,3439.662649585047,0,4,94,14,10,7,0,3714.285109052292,1536.2128184713572,129.3108433056698,0,0,0,0.0,0.0,0.0,5379.808770829319,18,0.0,0,18,2223,1,1
48,1677358.411127255,1,4,113,14,3,1,0,2334.0601272897597,749.7955891997551,0.0,1,0,0,1529.4746981601713,718.8790177384185,0.0,3083.8557164895146,5,2248.35371589859,2,7,2223,1,1
40,2000000.0,1,4,59,14,11,3,3,6550.441191966524,2287.858323839004,2415.354421816565,0,0,0,0.0,0.0,0.0,11253.653937622094,19,0.0,0,19,2223,1,1
20,1000000.0,0,4,193,3,0,2,0,19.669080502930825,5965.05485358139,0.0,0,0,0,0.0,0.0,0.0,5984.723934084321,3,0.0,0,3,2223,1,1
39,2593.0803875984684,1,3,128,13,0,0,0,26.432310920205396,0.0,28.570655174424246,0,0,0,0.0,0.0,48.544155600341185,55.002966094629755,0,48.544155600341185,0,1,2223,1,1
53,4916.977737663454,1,1,103,16,0,1,0,451.09629733776376,1132.804282093586,487.5894809426166,0,0,0,0.0,0.0,0.0,2071.490060373966,2,0.0,0,2,2217,0,1
40,3941529.7924739183,0,4,126,14,39,36,21,219137.28954302263,98732.89841747773,38077.53998234292,7,5,14,254717.0804246635,35568.880661552634,20894.253202689204,355947.7279428432,97,311180.21428890526,28,125,2223,1,1
43,3548244.333890699,0,4,78,14,4,0,0,4900.929500007989,0.0,97.17172405333432,0,0,0,0.0,0.0,0.0,4998.101224061324,4,0.0,0,4,2222,1,1
48,2948.4567132212555,0,3,83,14,47,9,14,92783.80055054685,23211.04595801339,41625.598486664996,0,0,0,0.0,2319.4479050435075,309.25972067246767,157620.4449952252,70,2628.707625715975,0,71,2223,1,1
48,1101.140959416995,1,4,74,19,18,11,0,185219.9976317909,22734.677162749467,0.0,0,0,0,23104.933934283417,0.0,0.0,207954.6747945404,30,23104.933934283417,0,30,2222,2,1
40,2000000.0,0,4,132,13,13,14,11,45136.156379129156,33322.93228844498,25459.975558180187,0,1,1,0.0,6295.771567887701,31460.767227524826,103919.06422575432,40,37756.538795412525,2,42,2222,1,1
55,365.13124258261206,0,4,17,22,29,18,1,236786.96699584124,37830.426089324224,5265.210035023278,0,0,0,0.0,0.0,0.0,279882.60312018875,48,0.0,0,48,2222,1,1
79,3526894.9494717596,1,1,50,14,2,1,0,2732.139520591103,2655.3560057599148,0.0,0,0,0,0.0,0.0,0.0,5387.495526351017,3,0.0,0,3,2222,1,1
25,2000000.0,1,4,165,13,9,25,28,37683.23289741402,206261.86730653324,291991.2993257762,0,0,0,0.0,681.8137727111482,4999.96766654842,535936.3995297235,62,5681.781439259568,0,63,2223,1,1
39,162175.11274502502,1,4,124,14,60,0,0,163716.40884498376,1925.0878235372975,0.0,0,0,0,1222.2779831982841,1935.2734733972834,0.0,165641.49666852105,61,3157.5514565955673,0,61,2222,1,1
50,2000000.0,0,4,100,14,7,32,30,5233.830745775142,23701.84791650942,12458.109944155995,0,5,4,0.0,40115.42391101897,12669.583664050366,41393.78860644056,70,52785.007575069336,9,79,2222,1,1
26,36.866113161740344,1,4,97,13,26,34,45,108324.01175879563,149333.4913849106,168565.09742892475,4,8,7,23654.41359154765,87276.62945846892,80059.43124235138,426222.600572631,105,190990.47429236796,20,126,2223,1,1
46,73775.47373157124,0,2,73,14,0,0,0,348.097005473962,3443.6586217671884,376.34457770343454,0,0,0,0.0,0.0,0.0,4168.100204944585,1,0.0,0,1,2222,1,1
63,167684.36475326476,0,1,108,14,54,53,8,108674.38465752322,114014.46751141128,14525.904850770465,11,11,4,88019.48903986087,111822.53210825064,13959.24209182519,237214.75701970496,116,213801.2632399367,27,144,2222,1,1
37,2000000.0,0,4,51,14,3,26,28,14894.950950150303,23038.91244206256,19962.34474066742,0,4,5,0.0,15658.186379932944,26964.61117974525,57896.20813288029,59,42622.7975596782,9,69,2222,2,1
56,5000000.0,1,1,93,14,7,4,4,7007.54158868956,622.9467402863493,650.6630002242346,0,0,0,6203.9522459505415,0.0,9.706083288789621,8281.151329200144,16,6213.658329239332,0,16,2223,1,1
28,2000000.0,1,4,104,13,5,0,0,5340.990354823711,548.5662469314253,0.0,0,0,0,2828.6297220214656,0.0,0.0,5889.5566017551355,6,2828.6297220214656,0,6,2222,1,1
25,500000.0,1,4,105,14,3,1,44,6466.836998554113,3412.5831901404654,244112.57767739633,0,0,0,0.0,0.0,0.0,253991.9978660909,48,0.0,0,48,2222,1,1
42,5000000.0,0,1,126,14,12,10,11,5189.34279471662,5768.866930261824,6241.633788487619,7,9,10,4230.537510307474,5563.619340548257,6484.514250145256,17199.843513466065,34,16278.671101000988,27,62,2222,1,1
28,192665.51408357132,0,2,101,12,3,0,0,8326.875704178567,0.0,0.0,0,0,0,0.0,0.0,0.0,8326.875704178567,3,0.0,0,3,2223,1,1
32,500000.0,1,4,127,14,1,0,0,1831.8263143535269,34.33828872519818,681.108685355053,0,0,0,1144.6096241732728,0.0,0.0,2547.273288433778,2,1144.6096241732728,0,2,2222,2,1
44,4027624.78807525,1,3,138,14,23,23,18,59411.27616599141,37330.40329544106,32470.68927697076,7,6,16,23440.56385623545,20938.89102433215,23505.816492709564,129212.36873840322,64,67885.27137327715,30,95,2223,1,1
52,3588.57430404131,0,4,61,14,12,11,0,24384.91724959667,7149.723007429206,661.5726159256486,0,0,0,0.0,0.0,0.0,32196.212872951528,24,0.0,0,24,2223,1,1
35,2000000.0,1,4,68,14,7,2,2,3998.265296724892,1708.160554123353,1474.286613836612,0,0,0,0.0,0.0,0.0,7180.712464684857,12,0.0,0,12,2223,1,1
50,1716.4711620101584,0,4,72,14,0,2,0,0.0,4437.050009679508,0.0,0,0,0,0.0,563.9524681460182,0.0,4437.050009679508,2,563.9524681460182,0,3,2222,2,1
50,3000000.0,1,4,78,14,0,1,0,100.85883109218491,512.6052866004823,0.0,0,0,0,0.0,0.0,0.0,613.4641176926671,1,0.0,0,1,2222,1,1
56,2000000.0,1,1,83,14,9,11,4,6366.892162667849,27429.089262357444,2137.6221875994943,0,0,0,0.0,0.0,0.0,35933.603612624785,24,0.0,0,24,2223,1,1
30,500000.0,0,4,100,13,0,0,12,6139.8953695656455,0.0,5609.739116604065,0,0,1,12279.790739131291,10.751473836780633,6557.557215820869,11749.63448616971,13,18848.09942878894,2,16,2222,1,1
56,9246799.99140571,0,2,119,13,8,1,0,15367.368214431099,8699.699697051301,987.1999656228427,0,0,0,2532.0000859428933,0.0,0.0,25054.26787710524,11,2532.0000859428933,0,11,2222,1,1
39,3081499.1510781255,0,2,119,14,10,2,1,20305.09804490928,16704.71799818118,7334.923597031273,0,0,0,14812.606115234343,0.0,0.0,44344.73964012173,14,14812.606115234343,0,15,2223,1,1
40,981.5668344673052,0,4,79,14,2,7,0,626.3363968026073,5464.089381914491,0.0,0,1,0,509.2165827663474,3437.211933672845,0.0,6090.425778717099,9,3946.428516439192,1,10,2222,1,1
23,1000000.0,0,4,180,5,0,2,0,42.649319337804656,5297.457467205393,0.0,0,0,0,0.0,0.0,0.0,5340.106786543198,3,0.0,0,3,2223,1,1
46,2639.7844716287796,0,4,82,14,48,4,11,96126.85363746122,7873.935841795273,38066.132044965605,0,0,0,2887.7278191092846,600.3592139520342,0.0,142066.92152422207,64,3488.0870330613184,0,64,2223,1,1
56,5000000.0,1,3,106,14,11,0,0,17388.71309167963,146.5462357393286,153.06639757660355,0,0,0,16754.523724601837,0.0,26.212452367139573,17688.325724995564,12,16780.736176968978,1,14,2223,1,1
22,787238.1106028956,0,4,53,14,0,0,0,33.514299542606054,0.0,590.2865859433264,0,0,0,0.0,0.0,0.0,623.8008854859324,1,0.0,0,1,2223,1,1
47,7218757.735066186,1,2,130,14,0,0,0,390.1392699161868,0.0,421.6946520417607,0,0,0,0.0,8.75030940264744,0.0,811.8339219579474,1,8.75030940264744,0,1,2222,1,1
39,1976.0630011191313,0,1,36,21,0,3,0,257.7770034493874,3200.466075053432,0.0,0,0,0,209.57479955234749,1414.6298969783456,0.0,3458.243078502819,4,1624.2046965306927,0,5,2214,0,1
63,50000000.0,1,3,100,14,3,0,0,9743.037309763742,0.0,0.0,3,0,0,9743.037309763742,159.88257039838822,0.0,9743.037309763742,3,9902.91988016213,3,7,2223,1,1
53,2000000.0,0,1,74,14,5,13,2,3888.130654156406,35913.88503035917,1186.2055770525217,0,0,0,0.0,0.0,0.0,40988.22126156809,20,0.0,0,20,2223,1,1
63,3708.9489059467696,1,4,76,14,8,9,0,2098.3158246776816,2921.5088344591077,136.71591247574156,0,0,0,0.0,0.0,0.0,5156.5405716125315,18,0.0,0,18,2222,1,1
51,3721.735571564312,0,4,115,14,10,11,13,13852.642560766266,15582.560420582564,17734.27043106388,10,11,13,13852.642560766266,15629.57214567281,17734.27043106388,47169.47341241271,34,47216.485137502954,35,69,2222,1,1
47,184319.52129376365,0,1,163,10,2,0,0,6096.759368121451,1079.8803234409143,0.0,0,0,0,0.0,215.97606468818287,0.0,7176.639691562365,3,215.97606468818287,0,3,2223,1,1
50,2500000.0,0,4,114,13,4,0,0,3301.9574796892234,0.0,0.0,0,0,0,0.0,0.0,0.0,3301.9574796892234,4,0.0,0,4,2223,1,1
66,27390.904477250722,1,1,59,14,13,16,18,70449.38825638444,174016.30147635195,88943.75806495342,11,13,14,65451.057863301394,171693.96555461848,80398.5884303047,333409.4477976898,48,317543.6118482246,39,87,2223,1,1
61,2861.3204202321085,1,1,83,14,14,12,13,25305.55381437778,27127.814237911494,25712.485415274594,7,6,7,31338.886696518482,28863.29039220839,33565.81359747698,78145.85346756387,39,93767.99068620385,20,60,2222,1,1
49,2675.3012741133157,0,2,139,13,11,15,7,26630.25952265291,25211.560175177307,13156.748781659444,4,3,4,164815.3112434843,25237.995862951102,21768.06412397881,64998.56847948966,34,211821.3712304142,12,47,2222,1,1
28,189900.132816698,0,4,90,14,34,0,0,90949.19586086125,0.0,0.0,0,0,0,0.0,0.0,0.0,90949.19586086125,34,0.0,0,34,2223,1,1
36,1452560.9622809032,1,4,127,14,5,9,4,3509.495857875597,5474.736168475476,4089.155842971886,5,5,3,4211.137130082534,5067.784230595452,3878.663461309805,13073.38786932296,19,13157.584821987792,14,34,2223,1,1
30,500000.0,0,4,61,14,16,13,0,35542.324919132785,24684.21380005052,0.0,1,2,0,10142.74194000852,22608.84498102118,0.0,60226.53871918331,29,32751.586921029695,4,34,2222,1,1
54,417.9500774324469,0,1,154,9,5,8,1,5835.249748875895,24581.905209572247,1208.6277599718753,0,0,0,0.0,0.0,0.0,31625.78271842002,14,0.0,0,14,2222,1,1
50,12439.132656575992,1,1,115,14,11,8,4,28379.50437518628,25745.3876581149,6967.578175456292,4,2,2,28277.54531533466,27392.923165521788,6961.486874441158,61092.47020875747,25,62631.95535529761,8,33,2222,1,1
66,25377.854818934444,0,1,66,14,22,22,12,133351.3265446046,196704.4013207514,67528.80627634653,10,11,12,123131.95396863,148909.92934396106,67528.80627634653,397584.5341417026,57,339570.6895889376,34,91,2222,1,1
44,5000000.0,1,1,72,14,4,3,3,2646.9586183288793,1370.9814664772753,1868.1323969710088,1,0,0,362.2810221817677,0.0,0.0,5886.072481777163,11,362.2810221817677,1,13,2222,1,1
49,3466.77131453507,0,3,80,14,48,3,12,95926.28078628881,8253.726411648251,54231.11592933707,0,0,0,0.0,0.0,0.0,158411.12312727416,64,0.0,0,64,2223,1,1
42,4583127.470410623,1,4,126,14,140,142,4,6752167.857812984,696327.0019705945,18127.57933889531,7,1,0,3020176.130634597,34534.97282957744,8113.952455974188,7466622.439122473,287,3062825.0559201483,10,297,2222,1,1
60,427.3461570845741,1,4,56,14,11,1,0,13764.749565792881,9159.064537263446,0.0,1,0,0,29503.848076985436,9159.064537263446,0.0,22923.814103056327,13,38662.91261424888,2,16,2223,1,1
42,4000000.0,1,4,107,14,23,29,12,52661.80467324871,69031.27011249168,21816.621434788576,6,3,10,34442.8413535777,13818.294539943727,15512.29696552125,143509.69622052897,65,63773.432859042674,21,86,2222,1,1
49,15000000.0,1,2,161,8,25,13,6,293404.59797641507,65831.89675654209,11312.222392657452,2,3,1,251578.2383931689,317168.1705660673,453692.5295297706,370548.71712561464,45,1022438.9384890067,7,52,2217,1,1
44,3000000.0,0,1,161,13,0,2,0,0.0,13607.857382649046,80.15240491502773,0,0,0,0.0,0.0,80.15240491502773,13688.009787564073,2,80.15240491502773,0,2,2223,1,1
42,4074.0629067066616,0,4,67,14,36,4,6,97532.7013729347,13373.544458678709,20028.250812208233,1,0,0,6444.3774402399695,10203.597613713286,0.0,130934.49664382164,46,16647.975053953254,1,48,2222,1,1
36,3500000.0,0,4,85,14,0,0,0,449.44422114202854,0.0,22.926269511891235,0,0,0,0.0,0.0,0.0,472.3704906539198,1,0.0,0,1,2223,1,1
40,4938.870222829088,1,4,55,14,21,10,0,82914.57895943755,41010.43378407232,12.225955434182552,1,0,0,10532.885347898093,16677.068467505313,0.0,123937.23869894404,31,27209.95381540341,2,34,2222,1,1
57,50381.02087543391,0,1,61,14,1,0,0,793.0931805872777,0.0,712.0751602362196,0,0,0,0.0,0.0,0.0,1505.1683408234974,1,0.0,0,1,2222,1,1
20,1000000.0,0,4,175,7,0,2,0,0.0,8450.09100897872,0.0,0,2,0,0.0,4619.832436225009,0.0,8450.09100897872,2,4619.832436225009,2,4,2222,1,1
45,2500000.0,0,4,81,14,5,1,0,3540.9168216547405,2075.5789053567773,516.1836776122393,0,0,0,0.0,86.75355926256123,0.0,6132.679404623758,7,86.75355926256123,0,7,2223,1,1
25,1000000.0,0,4,129,14,0,1,0,10.094408717941347,10793.036362165612,0.0,0,4,0,0.0,10984.06355441633,0.0,10803.130770883554,2,10984.06355441633,4,6,2222,1,1
32,500000.0,0,4,117,14,4,5,36,7474.051166743337,8722.883933567151,195545.3758044235,0,0,0,0.0,0.0,3154.4201006202425,211742.31090473398,46,3154.4201006202425,0,46,2223,1,1
44,2397.8354933263927,0,1,45,21,0,1,0,0.0,1791.612360646077,3.984415760270684,0,0,0,0.0,0.0,0.0,1795.5967764063475,1,0.0,0,1,2214,0,1
75,3500000.0,1,1,56,14,0,1,0,130.84185739966662,2744.0980854033387,0.0,0,0,0,0.0,0.0,0.0,2874.9399428030056,1,0.0,0,1,2223,1,1
21,2000000.0,1,4,81,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1,1
66,2947.1992200288446,1,3,81,14,4,0,0,7168.655361510751,0.8456327193416602,0.0,2,0,0,10803.46722508255,0.0,0.0,7169.500994230093,4,10803.46722508255,2,6,2222,1,1
41,5000000.0,1,4,67,14,1,0,1,3238.495569347946,0.0,1216.2033870609825,0,0,0,3146.9079600778387,0.0,4.923337503541781,4454.698956408929,3,3151.8312975813824,0,3,2223,1,1
43,16213.004711561423,1,4,51,14,18,0,0,49777.23430790773,0.0,709.6992971022102,3,0,0,52026.00942312284,0.0,0.0,50486.933605009945,19,52026.00942312284,3,22,2223,1,1
53,264.87439788974666,0,1,184,6,1,13,0,2081.374859450257,43075.174866713845,431.1053583479865,0,0,0,0.0,0.0,0.0,45587.655084512095,16,0.0,0,16,2222,1,1
47,15209.139792735665,1,2,68,14,12,26,16,49200.11010572741,153642.745225655,457683.65952617396,8,10,12,35928.128263433784,91647.14555382395,590124.0391575011,660526.5148575564,55,717699.3129747589,30,85,2223,1,1
42,500000.0,1,4,165,13,1,0,1,14144.621511835796,0.0,886.2593793394421,1,0,0,28178.35132305623,24.658416365508582,3175.2197965975265,15030.880891175239,3,31378.229536019266,3,7,2222,1,1
40,3834842.9104756047,0,4,82,14,65,53,22,502565.99601462716,199854.14769065392,38813.069219166246,5,3,6,669858.2961544316,56140.43728485507,9255.631883858368,741233.2129244474,142,735254.3653231451,15,158,2223,1,1
50,3080739.33188112,1,4,112,14,13,28,3,44245.98053106702,482018.14733651944,5602.299132917671,6,3,3,47297.06673526571,13784.297613460352,2568.052994785604,531866.4270005041,46,63649.417343511675,13,59,2223,1,1
37,1000000.0,0,4,129,14,34,5,13,134152.99088467346,4869.258004734031,20118.316341480582,5,1,3,10096.133390262705,1298.538056625428,17608.553137036066,159140.56523088808,53,29003.224583924195,10,63,2223,1,1
73,10000000.0,1,4,68,13,1,0,0,8576.118462151018,47.585148512486626,18.16218224337732,0,0,0,0.0,0.0,0.0,8641.865792906887,2,0.0,0,2,2222,1,1
36,1412651.2107367627,1,4,124,13,10,9,8,12584.145322898072,36541.666268705056,9777.81350860959,4,7,7,13407.63854617078,29124.1887295408,7141.724908314989,58903.62510021272,28,49673.55218402657,19,47,2223,1,1
38,7012631.298411441,0,3,103,14,0,0,0,97.47374031771172,0.0,0.0,0,0,0,97.47374031771172,0.505251936457658,0.0,97.47374031771172,0,97.97899225416937,1,1,2222,2,1
41,1000000.0,0,4,92,14,2,0,0,167.26274738867403,2899.693131146594,0.0,0,1,0,0.0,2951.015133467772,0.0,3066.9558785352674,2,2951.015133467772,1,4,2222,1,1
46,2500.0,0,3,110,14,23,29,7,113311.99017943002,93335.15660968453,7114.582512252917,3,2,0,26827.688941826214,57332.071924585805,762.6097399639261,213761.72930136748,59,84922.37060637595,6,66,2223,1,1
56,15515784.944334272,0,1,157,13,12,7,6,42541.64771746169,52511.26625376759,35633.802883756,1,0,0,93404.18063260619,3094.7096660056304,3517.653320359732,130686.7168549851,25,100016.54361897155,1,26,2222,2,1
38,1000000.0,0,4,98,14,1,0,0,141.71389030267892,4182.813509243237,0.0,0,1,0,0.0,4256.845606751966,0.0,4324.527399545916,2,4256.845606751966,1,4,2222,1,1
35,500000.0,0,4,86,14,42,5,0,76646.94455253478,9426.664013779724,0.0,7,0,0,75255.42473721554,8993.762405076988,29.192424479560913,86073.6085663145,48,84278.37956677208,8,56,2222,1,1
48,8134.803645650818,0,2,107,14,8,9,6,24201.28808221498,26521.37473806552,13797.345736954681,6,7,6,24105.853036644345,27137.79578488221,13797.345736954681,64520.00855723518,24,65040.99455848124,20,45,2222,1,1
63,50000000.0,1,3,100,14,3,0,0,9424.05080378614,0.0,0.0,3,0,0,9424.05080378614,196.48967358415265,0.0,9424.05080378614,3,9620.540477370292,3,6,2223,1,1
34,500000.0,0,2,91,13,7,8,0,19808.474859434627,16588.786189025774,0.0,0,3,0,1331.214708295338,35172.84569029195,0.0,36397.2610484604,16,36504.06039858729,4,21,2223,1,1
57,4450.723710618206,0,4,103,14,10,6,0,2547.945196339396,1375.3122771697117,115.76702669778717,0,0,0,0.0,0.0,0.0,4039.024500206895,17,0.0,0,17,2223,1,1
36,706.2239592160082,0,4,141,14,0,2,0,71.79270688574638,5655.583749985036,0.0,0,1,0,58.36805437865564,2735.1732897737297,0.0,5727.376456870782,2,2793.541344152385,1,3,2222,1,1
40,1424.838692509048,0,3,74,14,7,0,0,15216.41883937513,1.3431133778231388,0.0,0,0,0,896.6612037056111,0.0,0.0,15217.761952752953,7,896.6612037056111,0,7,2222,1,1
24,200000.0,0,4,72,14,0,0,0,2202.2492401806458,5973.452433808185,0.0,0,0,0,0.0,0.0,0.0,8175.70167398883,1,0.0,0,1,2223,1,1
18,500000.0,0,4,138,13,5,5,5,3533.7749990591074,1517.654244625266,1644.5418598936808,0,0,0,4032.2415088676826,3.5303972198828077,454.6028818827417,6695.971103578055,15,4490.374787970308,0,16,2222,1,1
